base_year,series,year,indicator,frequency,revision,industry,subindustry,institutional_sector,quarter,current_price,constant_price,unit
2011-12,Current,2023-24,Private Final Consumption Expenditure,Annual,Provisional Estimates,,,,,17822526.11,9699214.07,₹ Crore
2011-12,Current,2023-24,Private Final Consumption Expenditure,Annual,First Revised Estimates,,,,,18130431.45,9906774.488,₹ Crore
2022-23,Current,2023-24,Private Final Consumption Expenditure,Annual,Final Estimates,,,,,16376824.69,15785256.54,₹ Crore
2011-12,Current,2022-23,Private Final Consumption Expenditure,Annual,First Advance Estimates,,,,,16398402.99,9021582.784,₹ Crore
2011-12,Current,2022-23,Private Final Consumption Expenditure,Annual,Second Advance Estimates,,,,,16471083.15,9342132.081,₹ Crore
2011-12,Current,2022-23,Private Final Consumption Expenditure,Annual,Provisional Estimates,,,,,16494733.47,9358694.39,₹ Crore
2011-12,Current,2022-23,Private Final Consumption Expenditure,Annual,First Revised Estimates,,,,,16422535.4,9323824.541,₹ Crore
2011-12,Current,2022-23,Private Final Consumption Expenditure,Annual,Final Estimates,,,,,16527861.73,9384942.862,₹ Crore
2022-23,Current,2022-23,Private Final Consumption Expenditure,Annual,Final Estimates,,,,,14922828.34,14922828.34,₹ Crore
2011-12,Current,2021-22,Private Final Consumption Expenditure,Annual,First Advance Estimates,,,,,13352400.54,8080526.85,₹ Crore
2011-12,Current,2021-22,Private Final Consumption Expenditure,Annual,Second Advance Estimates,,,,,14024730.72,8355832.645,₹ Crore
2011-12,Current,2021-22,Private Final Consumption Expenditure,Annual,Provisional Estimates,,,,,14095404.56,8377853.731,₹ Crore
2011-12,Current,2021-22,Private Final Consumption Expenditure,Annual,First Revised Estimates,,,,,14344335.72,8703540.527,₹ Crore
2011-12,Current,2021-22,Private Final Consumption Expenditure,Annual,Second Revised Estimates,,,,,14382703.99,8732573.401,₹ Crore
2011-12,Current,2020-21,Private Final Consumption Expenditure,Annual,First Advance Estimates,,,,,11569766,7537315,₹ Crore
2011-12,Current,2020-21,Private Final Consumption Expenditure,Annual,Second Advance Estimates,,,,,11565629,7574812,₹ Crore
2011-12,Current,2020-21,Private Final Consumption Expenditure,Annual,Provisional Estimates,,,,,11568231.33,7560985.475,₹ Crore
2011-12,Current,2020-21,Private Final Consumption Expenditure,Annual,First Revised Estimates,,,,,12032762.42,7763733.859,₹ Crore
2011-12,Current,2020-21,Private Final Consumption Expenditure,Annual,Second Revised Estimates,,,,,12150103.03,7824496.317,₹ Crore
2011-12,Current,2020-21,Private Final Consumption Expenditure,Annual,Third Revised Estimates,,,,,12130481.13,7819508.521,₹ Crore
2011-12,Current,2019-20,Private Final Consumption Expenditure,Annual,First Advance Estimates,,,,,12307193,8480699,₹ Crore
2011-12,Current,2019-20,Private Final Consumption Expenditure,Annual,Second Advance Estimates,,,,,12279252,8330242,₹ Crore
2011-12,Current,2019-20,Private Final Consumption Expenditure,Annual,Provisional Estimates,,,,,12262064,8325907,₹ Crore
2011-12,Current,2019-20,Private Final Consumption Expenditure,Annual,First Revised Estimates,,,,,12309019.02,8321700.624,₹ Crore
2011-12,Current,2019-20,Private Final Consumption Expenditure,Annual,Second Revised Estimates,,,,,12237110.85,8259704.345,₹ Crore
2011-12,Current,2019-20,Private Final Consumption Expenditure,Annual,Third Revised Estimates,,,,,12245357.27,8256217.714,₹ Crore
2011-12,Current,2018-19,Private Final Consumption Expenditure,Annual,First Advance Estimates,,,,,10998553,7726295,₹ Crore
2011-12,Current,2018-19,Private Final Consumption Expenditure,Annual,Second Advance Estimates,,,,,11333406,8032934,₹ Crore
2011-12,Current,2018-19,Private Final Consumption Expenditure,Annual,Provisional Estimates,,,,,11290029,8016674,₹ Crore
2011-12,Current,2018-19,Private Final Consumption Expenditure,Annual,First Revised Estimates,,,,,11254014,7908057,₹ Crore
2011-12,Current,2018-19,Private Final Consumption Expenditure,Annual,Second Revised Estimates,,,,,11222071.98,7884423.402,₹ Crore
2011-12,Current,2018-19,Private Final Consumption Expenditure,Annual,Third Revised Estimates,,,,,11205296.44,7850443.899,₹ Crore
2011-12,Current,2017-18,Private Final Consumption Expenditure,Annual,First Advance Estimates,,,,,9774547,7238252,₹ Crore
2011-12,Current,2017-18,Private Final Consumption Expenditure,Annual,Second Advance Estimates,,,,,9858805,7224982,₹ Crore
2011-12,Current,2017-18,Private Final Consumption Expenditure,Annual,Provisional Estimates,,,,,9914401,7259098,₹ Crore
2011-12,Current,2017-18,Private Final Consumption Expenditure,Annual,First Revised Estimates,,,,,10083120.53,7417489.077,₹ Crore
2011-12,Current,2017-18,Private Final Consumption Expenditure,Annual,Second Revised Estimates,,,,,10090759,7379819,₹ Crore
2011-12,Current,2017-18,Private Final Consumption Expenditure,Annual,Third Revised Estimates,,,,,10036152.96,7330728.486,₹ Crore
2011-12,Current,2016-17,Private Final Consumption Expenditure,Annual,First Advance Estimates,,,,,8972423,6713186,₹ Crore
2011-12,Current,2016-17,Private Final Consumption Expenditure,Annual,Second Advance Estimates,,,,,8839537,6825585,₹ Crore
2011-12,Current,2016-17,Private Final Consumption Expenditure,Annual,Provisional Estimates,,,,,8927010,6806624,₹ Crore
2011-12,Current,2016-17,Private Final Consumption Expenditure,Annual,First Revised Estimates,,,,,9004904.364,6812333.956,₹ Crore
2011-12,Current,2016-17,Private Final Consumption Expenditure,Annual,Second Revised Estimates,,,,,9115768.797,6904085.285,₹ Crore
2011-12,Current,2016-17,Private Final Consumption Expenditure,Annual,Third Revised Estimates,,,,,9126533,6900236,₹ Crore
2011-12,Current,2015-16,Private Final Consumption Expenditure,Annual,First Advance Estimates,,,,,8111993,6310565,₹ Crore
2011-12,Current,2015-16,Private Final Consumption Expenditure,Annual,Provisional Estimates,,,,,8077560,6301128,₹ Crore
2011-12,Current,2015-16,Private Final Consumption Expenditure,Annual,First Revised Estimates,,,,,7899519.536,6366043.268,₹ Crore
2011-12,Current,2015-16,Private Final Consumption Expenditure,Annual,Second Revised Estimates,,,,,8091249.462,6351137.319,₹ Crore
2011-12,Current,2015-16,Private Final Consumption Expenditure,Annual,Third Revised Estimates,,,,,8126408.329,6381418.716,₹ Crore
2011-12,Current,2014-15,Private Final Consumption Expenditure,Annual,First Advance Estimates,,,,,7642763,6108497,₹ Crore
2011-12,Current,2014-15,Private Final Consumption Expenditure,Annual,Provisional Estimates,,,,,7534239,6064247,₹ Crore
2011-12,Current,2014-15,Private Final Consumption Expenditure,Annual,First Revised Estimates,,,,,7193046,5864283,₹ Crore
2011-12,Current,2014-15,Private Final Consumption Expenditure,Annual,Second Revised Estimates,,,,,7272782.06,5931496.941,₹ Crore
2011-12,Current,2014-15,Private Final Consumption Expenditure,Annual,Third Revised Estimates,,,,,7247340.106,5912656.721,₹ Crore
2011-12,Current,2013-14,Private Final Consumption Expenditure,Annual,Second Revised Estimates,,,,,6507932,5520068,₹ Crore
2011-12,Current,2013-14,Private Final Consumption Expenditure,Annual,Third Revised Estimates,,,,,6538718.645,5555493.929,₹ Crore
2011-12,Current,2013-14,Private Final Consumption Expenditure,Annual,Additional Revision,,,,,6475649.384,5557329.124,₹ Crore
2011-12,Current,2012-13,Private Final Consumption Expenditure,Annual,Second Revised Estimates,,,,,5670929,5170252,₹ Crore
2011-12,Current,2012-13,Private Final Consumption Expenditure,Annual,Third Revised Estimates,,,,,5666521.6,5172468.473,₹ Crore
2011-12,Current,2012-13,Private Final Consumption Expenditure,Annual,Additional Revision,,,,,5614484.48,5179090.921,₹ Crore
2011-12,Current,2011-12,Private Final Consumption Expenditure,Annual,Second Revised Estimates,,,,,4910447,4910447,₹ Crore
2011-12,Current,2011-12,Private Final Consumption Expenditure,Annual,Additional Revision,,,,,4910447.272,4910447.272,₹ Crore
2011-12,Current,2025-26,Government Final Consumption Expenditure,Annual,First Advance Estimates,,,,,3519836.056,1796418.934,₹ Crore
2022-23,Current,2025-26,Government Final Consumption Expenditure,Annual,Second Advance Estimates,,,,,3720559.287,3298919.367,₹ Crore
2011-12,Current,2024-25,Government Final Consumption Expenditure,Annual,First Advance Estimates,,,,,3330597.578,1721191.549,₹ Crore
2011-12,Current,2024-25,Government Final Consumption Expenditure,Annual,Second Advance Estimates,,,,,3358066.005,1732611.128,₹ Crore
2011-12,Current,2024-25,Government Final Consumption Expenditure,Annual,Provisional Estimates,,,,,3303118.904,1707729.7,₹ Crore
2022-23,Current,2024-25,Government Final Consumption Expenditure,Annual,First Revised Estimates,,,,,3395336.278,3095570.289,₹ Crore
2011-12,Current,2023-24,Government Final Consumption Expenditure,Annual,First Advance Estimates,,,,,3045907.041,1641363.666,₹ Crore
2011-12,Current,2023-24,Government Final Consumption Expenditure,Annual,Second Advance Estimates,,,,,3085665.602,1662077.992,₹ Crore
2011-12,Current,2023-24,Government Final Consumption Expenditure,Annual,Provisional Estimates,,,,,3068970.5,1653333.136,₹ Crore
2011-12,Current,2023-24,Government Final Consumption Expenditure,Annual,First Revised Estimates,,,,,3104297.797,1669675.255,₹ Crore
2022-23,Current,2023-24,Government Final Consumption Expenditure,Annual,Final Estimates,,,,,3073887.952,2907651.758,₹ Crore
2011-12,Current,2022-23,Government Final Consumption Expenditure,Annual,First Advance Estimates,,,,,2928406.326,1626278.595,₹ Crore
2011-12,Current,2022-23,Government Final Consumption Expenditure,Annual,Second Advance Estimates,,,,,2853536.969,1594759.948,₹ Crore
2011-12,Current,2022-23,Government Final Consumption Expenditure,Annual,Provisional Estimates,,,,,2819204.741,1577305.706,₹ Crore
2011-12,Current,2022-23,Government Final Consumption Expenditure,Annual,First Revised Estimates,,,,,2883648.506,1613725.508,₹ Crore
2011-12,Current,2022-23,Government Final Consumption Expenditure,Annual,Final Estimates,,,,,2757628.157,1543991.454,₹ Crore
2022-23,Current,2022-23,Government Final Consumption Expenditure,Annual,Final Estimates,,,,,2890908.844,2890908.844,₹ Crore
2011-12,Current,2021-22,Government Final Consumption Expenditure,Annual,First Advance Estimates,,,,,2838751.437,1707307.046,₹ Crore
2011-12,Current,2021-22,Government Final Consumption Expenditure,Annual,Second Advance Estimates,,,,,2685864.779,1611821.129,₹ Crore
2011-12,Current,2021-22,Government Final Consumption Expenditure,Annual,Provisional Estimates,,,,,2633867.249,1577131.788,₹ Crore
2011-12,Current,2021-22,Government Final Consumption Expenditure,Annual,First Revised Estimates,,,,,2625361.04,1575280.673,₹ Crore
2011-12,Current,2021-22,Government Final Consumption Expenditure,Annual,Second Revised Estimates,,,,,2472152.725,1480393.852,₹ Crore
2011-12,Current,2020-21,Government Final Consumption Expenditure,Annual,First Advance Estimates,,,,,2724740,1747876,₹ Crore
2011-12,Current,2020-21,Government Final Consumption Expenditure,Annual,Second Advance Estimates,,,,,2468014,1587130,₹ Crore
2011-12,Current,2020-21,Government Final Consumption Expenditure,Annual,Provisional Estimates,,,,,2467414.516,1586744.525,₹ Crore
2011-12,Current,2020-21,Government Final Consumption Expenditure,Annual,First Revised Estimates,,,,,2393289.941,1537603.495,₹ Crore
2011-12,Current,2020-21,Government Final Consumption Expenditure,Annual,Second Revised Estimates,,,,,2302794.448,1478221.726,₹ Crore
2011-12,Current,2020-21,Government Final Consumption Expenditure,Annual,Third Revised Estimates,,,,,2305547.45,1480124.357,₹ Crore
2011-12,Current,2019-20,Government Final Consumption Expenditure,Annual,First Advance Estimates,,,,,2434175,1664514,₹ Crore
2011-12,Current,2019-20,Government Final Consumption Expenditure,Annual,Second Advance Estimates,,,,,2398843,1623700,₹ Crore
2011-12,Current,2019-20,Government Final Consumption Expenditure,Annual,Provisional Estimates,,,,,2446579,1652367,₹ Crore
2011-12,Current,2019-20,Government Final Consumption Expenditure,Annual,First Revised Estimates,,,,,2285015.854,1541741.533,₹ Crore
2011-12,Current,2019-20,Government Final Consumption Expenditure,Annual,Second Revised Estimates,,,,,2200871.453,1484272.384,₹ Crore
2011-12,Current,2019-20,Government Final Consumption Expenditure,Annual,Third Revised Estimates,,,,,2211933.089,1491606.053,₹ Crore
2011-12,Current,2018-19,Government Final Consumption Expenditure,Annual,First Advance Estimates,,,,,2170473,1528183,₹ Crore
2011-12,Current,2018-19,Government Final Consumption Expenditure,Annual,Second Advance Estimates,,,,,2130997,1500879,₹ Crore
2011-12,Current,2018-19,Government Final Consumption Expenditure,Annual,Provisional Estimates,,,,,2134615,1506035,₹ Crore
2011-12,Current,2018-19,Government Final Consumption Expenditure,Annual,First Revised Estimates,,,,,2104235,1478565,₹ Crore
2011-12,Current,2018-19,Government Final Consumption Expenditure,Annual,Second Revised Estimates,,,,,2037627.435,1429054.663,₹ Crore
2011-12,Current,2018-19,Government Final Consumption Expenditure,Annual,Third Revised Estimates,,,,,2045552.416,1434945.197,₹ Crore
2011-12,Current,2017-18,Government Final Consumption Expenditure,Annual,First Advance Estimates,,,,,1976644,1454468,₹ Crore
2011-12,Current,2017-18,Government Final Consumption Expenditure,Annual,Second Advance Estimates,,,,,1905712,1400183,₹ Crore
2011-12,Current,2017-18,Government Final Consumption Expenditure,Annual,Provisional Estimates,,,,,1908420,1399695,₹ Crore
2011-12,Current,2017-18,Government Final Consumption Expenditure,Annual,First Revised Estimates,,,,,1885613.427,1378562.676,₹ Crore
2011-12,Current,2017-18,Government Final Consumption Expenditure,Annual,Second Revised Estimates,,,,,1838117,1343222,₹ Crore
2011-12,Current,2017-18,Government Final Consumption Expenditure,Annual,Third Revised Estimates,,,,,1840118.862,1344842.633,₹ Crore
2011-12,Current,2016-17,Government Final Consumption Expenditure,Annual,First Advance Estimates,,,,,1861284,1394898,₹ Crore
2011-12,Current,2016-17,Government Final Consumption Expenditure,Annual,Second Advance Estimates,,,,,1723373,1290553,₹ Crore
2011-12,Current,2016-17,Government Final Consumption Expenditure,Annual,Provisional Estimates,,,,,1769036,1340086,₹ Crore
2011-12,Current,2016-17,Government Final Consumption Expenditure,Annual,First Revised Estimates,,,,,1663836.214,1262123.678,₹ Crore
2011-12,Current,2016-17,Government Final Consumption Expenditure,Annual,Second Revised Estimates,,,,,1583312.077,1199041.233,₹ Crore
2011-12,Current,2016-17,Government Final Consumption Expenditure,Annual,Third Revised Estimates,,,,,1586658,1201598,₹ Crore
2011-12,Current,2015-16,Government Final Consumption Expenditure,Annual,First Advance Estimates,,,,,1451174,1138558,₹ Crore
2011-12,Current,2015-16,Government Final Consumption Expenditure,Annual,Provisional Estimates,,,,,1439198,1126952,₹ Crore
2011-12,Current,2015-16,Government Final Consumption Expenditure,Annual,First Revised Estimates,,,,,1412064.258,1102961.224,₹ Crore
2011-12,Current,2015-16,Government Final Consumption Expenditure,Annual,Second Revised Estimates,,,,,1427835.292,1125317.132,₹ Crore
2011-12,Current,2015-16,Government Final Consumption Expenditure,Annual,Third Revised Estimates,,,,,1436171.044,1132802.498,₹ Crore
2011-12,Current,2014-15,Government Final Consumption Expenditure,Annual,First Advance Estimates,,,,,1486255,1194560,₹ Crore
2011-12,Current,2014-15,Government Final Consumption Expenditure,Annual,Provisional Estimates,,,,,1432070,1157810,₹ Crore
2011-12,Current,2014-15,Government Final Consumption Expenditure,Annual,First Revised Estimates,,,,,1365463,1102607,₹ Crore
2011-12,Current,2014-15,Government Final Consumption Expenditure,Annual,Second Revised Estimates,,,,,1298049.784,1072013.077,₹ Crore
2011-12,Current,2014-15,Government Final Consumption Expenditure,Annual,Third Revised Estimates,,,,,1301761.777,1054150.879,₹ Crore
