base_year,series,year,indicator,frequency,revision,industry,subindustry,institutional_sector,quarter,current_price,constant_price,unit
2011-12,Current,2019-20,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,General Government,,777421.7502,613179.7994,₹ Crore
2011-12,Current,2019-20,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Household Sector,,2317156.14,1878365.022,₹ Crore
2011-12,Current,2019-20,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Total Gross Fixed Capital Formation,,5851313.153,4730416.263,₹ Crore
2011-12,Current,2019-20,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Public Non-Financial Corporations,,593327.768,470247.9228,₹ Crore
2011-12,Current,2019-20,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Private Non-Financial Corporations,,2120640.198,1702537.549,₹ Crore
2011-12,Current,2019-20,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Public Financial Corporations,,11810.9344,9657.154813,₹ Crore
2011-12,Current,2019-20,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Private Financial Corporations,,45529.03568,36216.06605,₹ Crore
2011-12,Current,2019-20,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,General Government,,704214.1546,556022.4582,₹ Crore
2011-12,Current,2019-20,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Household Sector,,2262122.843,1836340.325,₹ Crore
2011-12,Current,2019-20,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Total Gross Fixed Capital Formation,,5737644.934,4611021.475,₹ Crore
2011-12,Current,2019-20,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Public Non-Financial Corporations,,593069.042,469898.2852,₹ Crore
2011-12,Current,2019-20,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Private Non-Financial Corporations,,2121607.616,1703352.671,₹ Crore
2011-12,Current,2019-20,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Public Financial Corporations,,11744.7144,9641.477422,₹ Crore
2011-12,Current,2019-20,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Private Financial Corporations,,45464.82508,36165.4541,₹ Crore
2011-12,Current,2019-20,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,General Government,,706769.6493,558192.1825,₹ Crore
2011-12,Current,2019-20,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Household Sector,,2241729.895,1815328.895,₹ Crore
2011-12,Current,2019-20,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Total Gross Fixed Capital Formation,,5720385.742,4592578.965,₹ Crore
2011-12,Current,2018-19,Gross Fixed Capital Formation,Annual,First Advance Estimates,,,,,5557912,4585787,₹ Crore
2011-12,Current,2018-19,Gross Fixed Capital Formation,Annual,Second Advance Estimates,,,,,5501695,4549644,₹ Crore
2011-12,Current,2018-19,Gross Fixed Capital Formation,Annual,Provisional Estimates,,,,,5569998,4548452,₹ Crore
2011-12,Current,2018-19,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Public Non-Financial Corporations,,599068,477469,₹ Crore
2011-12,Current,2018-19,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Private Non-Financial Corporations,,1947099,1604555,₹ Crore
2011-12,Current,2018-19,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Public Financial Corporations,,12110,9840,₹ Crore
2011-12,Current,2018-19,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Private Financial Corporations,,48558,39958,₹ Crore
2011-12,Current,2018-19,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,General Government,,730331,579640,₹ Crore
2011-12,Current,2018-19,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Household Sector,,2156154,1749504,₹ Crore
2011-12,Current,2018-19,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Total Gross Fixed Capital Formation,,5493320,4460967,₹ Crore
2011-12,Current,2018-19,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Public Non-Financial Corporations,,655430.7051,525789.2352,₹ Crore
2011-12,Current,2018-19,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Private Non-Financial Corporations,,1899282.272,1562551.489,₹ Crore
2011-12,Current,2018-19,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Public Financial Corporations,,12712.63,10338.91656,₹ Crore
2011-12,Current,2018-19,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Private Financial Corporations,,48650.98005,40050.73129,₹ Crore
2011-12,Current,2018-19,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,General Government,,668596.2552,531694.5052,₹ Crore
2011-12,Current,2018-19,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Household Sector,,2228256.896,1815779.845,₹ Crore
2011-12,Current,2018-19,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Total Gross Fixed Capital Formation,,5512929.739,4486204.722,₹ Crore
2011-12,Current,2018-19,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Public Non-Financial Corporations,,656068.4657,526274.5951,₹ Crore
2011-12,Current,2018-19,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Private Non-Financial Corporations,,1901540.948,1564266.758,₹ Crore
2011-12,Current,2018-19,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Public Financial Corporations,,14132.12,11380.33533,₹ Crore
2011-12,Current,2018-19,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Private Financial Corporations,,41111.82132,34037.23755,₹ Crore
2011-12,Current,2018-19,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,General Government,,666325.8952,529951.1607,₹ Crore
2011-12,Current,2018-19,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Household Sector,,2289242.944,1874599.155,₹ Crore
2011-12,Current,2018-19,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Total Gross Fixed Capital Formation,,5568422.194,4540509.242,₹ Crore
2011-12,Current,2017-18,Gross Fixed Capital Formation,Annual,First Advance Estimates,,,,,4383589,3765058,₹ Crore
2011-12,Current,2017-18,Gross Fixed Capital Formation,Annual,Second Advance Estimates,,,,,4772593,4086592,₹ Crore
2011-12,Current,2017-18,Gross Fixed Capital Formation,Annual,Provisional Estimates,,,,,4778894,4087557,₹ Crore
2011-12,Current,2017-18,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Public Non-Financial Corporations,,539305.52,446067.2422,₹ Crore
2011-12,Current,2017-18,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Private Non-Financial Corporations,,1889798.229,1606530.909,₹ Crore
2011-12,Current,2017-18,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Public Financial Corporations,,13391.9247,11822.39598,₹ Crore
2011-12,Current,2017-18,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Private Financial Corporations,,29599.61188,24928.71698,₹ Crore
2011-12,Current,2017-18,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,General Government,,670755.5692,562895.8674,₹ Crore
2011-12,Current,2017-18,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Household Sector,,1753962.546,1484326.523,₹ Crore
2011-12,Current,2017-18,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Total Gross Fixed Capital Formation,,4896813.4,4136571.655,₹ Crore
2011-12,Current,2017-18,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Public Non-Financial Corporations,,524821,434366,₹ Crore
2011-12,Current,2017-18,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Private Non-Financial Corporations,,1733269,1479405,₹ Crore
2011-12,Current,2017-18,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Public Financial Corporations,,13718,12069,₹ Crore
2011-12,Current,2017-18,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Private Financial Corporations,,26493,22416,₹ Crore
2011-12,Current,2017-18,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,General Government,,614351,516385,₹ Crore
2011-12,Current,2017-18,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Household Sector,,1886487,1596554,₹ Crore
2011-12,Current,2017-18,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Total Gross Fixed Capital Formation,,4799139,4061195,₹ Crore
2011-12,Current,2017-18,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Public Non-Financial Corporations,,521345.5255,431053.8158,₹ Crore
2011-12,Current,2017-18,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Private Non-Financial Corporations,,1718608.51,1464629.415,₹ Crore
2011-12,Current,2017-18,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Public Financial Corporations,,13699.0447,12050.71613,₹ Crore
2011-12,Current,2017-18,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Private Financial Corporations,,23151.58621,19512.5789,₹ Crore
2011-12,Current,2017-18,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,General Government,,612916.4164,515236.7403,₹ Crore
2011-12,Current,2017-18,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Household Sector,,1925879.2,1640595.825,₹ Crore
2011-12,Current,2017-18,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Total Gross Fixed Capital Formation,,4815600.283,4083079.091,₹ Crore
2011-12,Current,2016-17,Gross Fixed Capital Formation,Annual,First Advance Estimates,,,,,4039237,3535003,₹ Crore
2011-12,Current,2016-17,Gross Fixed Capital Formation,Annual,Second Advance Estimates,,,,,4096637,3555361,₹ Crore
2011-12,Current,2016-17,Gross Fixed Capital Formation,Annual,Provisional Estimates,,,,,4117674,3602041,₹ Crore
2011-12,Current,2016-17,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Public Non-Financial Corporations,,506716.2992,433799.4349,₹ Crore
2011-12,Current,2016-17,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Private Non-Financial Corporations,,1837400.748,1614315.669,₹ Crore
2011-12,Current,2016-17,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Public Financial Corporations,,11672.2131,10571.75191,₹ Crore
2011-12,Current,2016-17,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Private Financial Corporations,,37498.99535,31867.28337,₹ Crore
2011-12,Current,2016-17,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,General Government,,573147.1969,506863.8364,₹ Crore
2011-12,Current,2016-17,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Household Sector,,1386062.467,1200456.876,₹ Crore
2011-12,Current,2016-17,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Total Gross Fixed Capital Formation,,4352497.92,3797874.852,₹ Crore
2011-12,Current,2016-17,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Public Non-Financial Corporations,,470605.2452,406088.1989,₹ Crore
2011-12,Current,2016-17,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Private Non-Financial Corporations,,1657180.962,1441450.208,₹ Crore
2011-12,Current,2016-17,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Public Financial Corporations,,11459.9531,10350.89218,₹ Crore
2011-12,Current,2016-17,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Private Financial Corporations,,34538.98765,30093.39613,₹ Crore
2011-12,Current,2016-17,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,General Government,,567138.8668,502189.9482,₹ Crore
2011-12,Current,2016-17,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Household Sector,,1594090.156,1393605.472,₹ Crore
2011-12,Current,2016-17,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Total Gross Fixed Capital Formation,,4335014.171,3783778.115,₹ Crore
2011-12,Current,2016-17,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Public Non-Financial Corporations,,483249,417144,₹ Crore
2011-12,Current,2016-17,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Private Non-Financial Corporations,,1657589,1441812,₹ Crore
2011-12,Current,2016-17,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Public Financial Corporations,,11652,10518,₹ Crore
2011-12,Current,2016-17,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Private Financial Corporations,,34459,30023,₹ Crore
2011-12,Current,2016-17,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,General Government,,570133,504812,₹ Crore
2011-12,Current,2016-17,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Household Sector,,1581589,1383259,₹ Crore
2011-12,Current,2016-17,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Total Gross Fixed Capital Formation,,4338671,3787568,₹ Crore
2011-12,Current,2015-16,Gross Fixed Capital Formation,Annual,First Advance Estimates,,,,,3982083,3587515,₹ Crore
2011-12,Current,2015-16,Gross Fixed Capital Formation,Annual,Provisional Estimates,,,,,3972401,3540750,₹ Crore
2011-12,Current,2015-16,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Public Non-Financial Corporations,,459392.2575,402076.4415,₹ Crore
2011-12,Current,2015-16,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Private Non-Financial Corporations,,1476291.106,1360278.534,₹ Crore
2011-12,Current,2015-16,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Public Financial Corporations,,12824.56,11903.47227,₹ Crore
2011-12,Current,2015-16,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Private Financial Corporations,,34134.86592,31486.43948,₹ Crore
2011-12,Current,2015-16,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,General Government,,536317.3472,471869.2684,₹ Crore
2011-12,Current,2015-16,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Household Sector,,1470258.429,1257682.175,₹ Crore
2011-12,Current,2015-16,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Total Gross Fixed Capital Formation,,3989218.565,3535296.331,₹ Crore
2011-12,Current,2015-16,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Public Non-Financial Corporations,,504892.8138,437174.098,₹ Crore
2011-12,Current,2015-16,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Private Non-Financial Corporations,,1611101.163,1416657.566,₹ Crore
2011-12,Current,2015-16,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Public Financial Corporations,,12362.2932,11189.89816,₹ Crore
2011-12,Current,2015-16,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Private Financial Corporations,,41309.91894,35775.917,₹ Crore
2011-12,Current,2015-16,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,General Government,,492002.8623,442554.5696,₹ Crore
2011-12,Current,2015-16,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Household Sector,,1256567.832,1104840.927,₹ Crore
2011-12,Current,2015-16,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Total Gross Fixed Capital Formation,,3918236.883,3448192.976,₹ Crore
2011-12,Current,2015-16,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Public Non-Financial Corporations,,516807.1638,448520.9557,₹ Crore
2011-12,Current,2015-16,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Private Non-Financial Corporations,,1593526.947,1407290.905,₹ Crore
2011-12,Current,2015-16,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Public Financial Corporations,,12362.2932,11216.28673,₹ Crore
2011-12,Current,2015-16,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Private Financial Corporations,,40976.86561,35690.31868,₹ Crore
2011-12,Current,2015-16,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,General Government,,497571.593,447836.3004,₹ Crore
2011-12,Current,2015-16,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Household Sector,,1295847.508,1141628.291,₹ Crore
2011-12,Current,2015-16,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Total Gross Fixed Capital Formation,,3957092.371,3492183.058,₹ Crore
2011-12,Current,2014-15,Gross Fixed Capital Formation,Annual,First Advance Estimates,,,,,3612902,3176067,₹ Crore
2011-12,Current,2014-15,Gross Fixed Capital Formation,Annual,Provisional Estimates,,,,,3602121,3191973,₹ Crore
2011-12,Current,2014-15,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Public Non-Financial Corporations,,400685,353003,₹ Crore
2011-12,Current,2014-15,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Private Non-Financial Corporations,,1510896,1394684,₹ Crore
2011-12,Current,2014-15,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Public Financial Corporations,,14203,13410,₹ Crore
2011-12,Current,2014-15,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Private Financial Corporations,,27076,24886,₹ Crore
2011-12,Current,2014-15,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,General Government,,521790,457468,₹ Crore
2011-12,Current,2014-15,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Household Sector,,1369716,1164800,₹ Crore
2011-12,Current,2014-15,Gross Fixed Capital Formation,Annual,First Revised Estimates,,,Total Gross Fixed Capital Formation,,3844366,3408251,₹ Crore
2011-12,Current,2014-15,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Public Non-Financial Corporations,,379096.3851,333883.1931,₹ Crore
2011-12,Current,2014-15,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Private Non-Financial Corporations,,1335222.619,1231213.922,₹ Crore
2011-12,Current,2014-15,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Public Financial Corporations,,14602.28011,13776.13409,₹ Crore
2011-12,Current,2014-15,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Private Financial Corporations,,26372.08767,24230.22242,₹ Crore
2011-12,Current,2014-15,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,General Government,,439526.1272,385276.648,₹ Crore
2011-12,Current,2014-15,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Household Sector,,1567657.656,1343476.899,₹ Crore
2011-12,Current,2014-15,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Total Gross Fixed Capital Formation,,3762477.155,3331857.019,₹ Crore
2011-12,Current,2014-15,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Public Non-Financial Corporations,,418799.3278,366333.0154,₹ Crore
2011-12,Current,2014-15,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Private Non-Financial Corporations,,1345215.344,1188970.661,₹ Crore
2011-12,Current,2014-15,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Public Financial Corporations,,11677.81371,10617.97291,₹ Crore
2011-12,Current,2014-15,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Private Financial Corporations,,29085.3897,25663.32041,₹ Crore
2011-12,Current,2014-15,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,General Government,,442004.8473,387197.5971,₹ Crore
2011-12,Current,2014-15,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Household Sector,,1503608.989,1299313.529,₹ Crore
2011-12,Current,2014-15,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Total Gross Fixed Capital Formation,,3750391.712,3278096.095,₹ Crore
2011-12,Current,2013-14,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Public Non-Financial Corporations,,382335,345801,₹ Crore
2011-12,Current,2013-14,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Private Non-Financial Corporations,,1293774,1224309,₹ Crore
2011-12,Current,2013-14,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Public Financial Corporations,,12293,11768,₹ Crore
2011-12,Current,2013-14,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Private Financial Corporations,,25324,23861,₹ Crore
2011-12,Current,2013-14,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,General Government,,400360,362037,₹ Crore
2011-12,Current,2013-14,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Household Sector,,1450234,1282763,₹ Crore
2011-12,Current,2013-14,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Total Gross Fixed Capital Formation,,3564320,3250539,₹ Crore
2011-12,Current,2013-14,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Public Non-Financial Corporations,,386840.0377,349856.6214,₹ Crore
2011-12,Current,2013-14,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Private Non-Financial Corporations,,1286275.829,1217563.909,₹ Crore
2011-12,Current,2013-14,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Public Financial Corporations,,13489.081,12879.28276,₹ Crore
2011-12,Current,2013-14,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Private Financial Corporations,,26070.39032,24600.75539,₹ Crore
2011-12,Current,2013-14,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,General Government,,396620.7772,358173.7657,₹ Crore
2011-12,Current,2013-14,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Household Sector,,1401806.255,1237444.923,₹ Crore
2011-12,Current,2013-14,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Total Gross Fixed Capital Formation,,3511102.37,3200519.257,₹ Crore
2011-12,Current,2013-14,Gross Fixed Capital Formation,Annual,Additional Revision,,,Public Non-Financial Corporations,,386840.0377,350209.7982,₹ Crore
2011-12,Current,2013-14,Gross Fixed Capital Formation,Annual,Additional Revision,,,Private Non-Financial Corporations,,1286361.524,1214385.215,₹ Crore
2011-12,Current,2013-14,Gross Fixed Capital Formation,Annual,Additional Revision,,,Public Financial Corporations,,13489.081,12523.44751,₹ Crore
2011-12,Current,2013-14,Gross Fixed Capital Formation,Annual,Additional Revision,,,Private Financial Corporations,,26182.12543,24291.65211,₹ Crore
2011-12,Current,2013-14,Gross Fixed Capital Formation,Annual,Additional Revision,,,General Government,,396620.7772,354916.0817,₹ Crore
2011-12,Current,2013-14,Gross Fixed Capital Formation,Annual,Additional Revision,,,Household Sector,,1406127.006,1238598.115,₹ Crore
2011-12,Current,2013-14,Gross Fixed Capital Formation,Annual,Additional Revision,,,Total Gross Fixed Capital Formation,,3515620.552,3194924.31,₹ Crore
2011-12,Current,2012-13,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Public Non-Financial Corporations,,349014,330231,₹ Crore
2011-12,Current,2012-13,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Private Non-Financial Corporations,,1146931,1107098,₹ Crore
2011-12,Current,2012-13,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Public Financial Corporations,,9857,9621,₹ Crore
2011-12,Current,2012-13,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Private Financial Corporations,,23527,22673,₹ Crore
2011-12,Current,2012-13,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,General Government,,338737,317812,₹ Crore
2011-12,Current,2012-13,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Household Sector,,1453347,1356097,₹ Crore
2011-12,Current,2012-13,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Total Gross Fixed Capital Formation,,3321413,3143531,₹ Crore
2011-12,Current,2012-13,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Public Non-Financial Corporations,,348900.5439,330126.1565,₹ Crore
2011-12,Current,2012-13,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Private Non-Financial Corporations,,1146933.985,1107100.78,₹ Crore
2011-12,Current,2012-13,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Public Financial Corporations,,9857.13,9620.703931,₹ Crore
2011-12,Current,2012-13,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Private Financial Corporations,,23535.59426,22680.61916,₹ Crore
2011-12,Current,2012-13,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,General Government,,339272.891,318371.1813,₹ Crore
2011-12,Current,2012-13,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Household Sector,,1452146.711,1354949.42,₹ Crore
2011-12,Current,2012-13,Gross Fixed Capital Formation,Annual,Third Revised Estimates,,,Total Gross Fixed Capital Formation,,3320646.855,3142848.86,₹ Crore
2011-12,Current,2012-13,Gross Fixed Capital Formation,Annual,Additional Revision,,,Public Non-Financial Corporations,,348900.5439,329269.215,₹ Crore
2011-12,Current,2012-13,Gross Fixed Capital Formation,Annual,Additional Revision,,,Private Non-Financial Corporations,,1148816.932,1113765.534,₹ Crore
2011-12,Current,2012-13,Gross Fixed Capital Formation,Annual,Additional Revision,,,Public Financial Corporations,,9857.13,9462.28676,₹ Crore
2011-12,Current,2012-13,Gross Fixed Capital Formation,Annual,Additional Revision,,,Private Financial Corporations,,23553.57,22681.66303,₹ Crore
2011-12,Current,2012-13,Gross Fixed Capital Formation,Annual,Additional Revision,,,General Government,,339272.891,316600.1995,₹ Crore
2011-12,Current,2012-13,Gross Fixed Capital Formation,Annual,Additional Revision,,,Household Sector,,1454572.064,1354014.296,₹ Crore
2011-12,Current,2012-13,Gross Fixed Capital Formation,Annual,Additional Revision,,,Total Gross Fixed Capital Formation,,3324973.131,3145793.195,₹ Crore
2011-12,Current,2011-12,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Public Non-Financial Corporations,,328529,328529,₹ Crore
2011-12,Current,2011-12,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Private Non-Financial Corporations,,958412,958412,₹ Crore
2011-12,Current,2011-12,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Public Financial Corporations,,8428,8428,₹ Crore
2011-12,Current,2011-12,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Private Financial Corporations,,22467,22467,₹ Crore
2011-12,Current,2011-12,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,General Government,,304303,304303,₹ Crore
2011-12,Current,2011-12,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Household Sector,,1375480,1375480,₹ Crore
2011-12,Current,2011-12,Gross Fixed Capital Formation,Annual,Second Revised Estimates,,,Total Gross Fixed Capital Formation,,2997619,2997619,₹ Crore
2011-12,Current,2011-12,Gross Fixed Capital Formation,Annual,Additional Revision,,,Public Non-Financial Corporations,,328528.8018,328528.8018,₹ Crore
2011-12,Current,2011-12,Gross Fixed Capital Formation,Annual,Additional Revision,,,Private Non-Financial Corporations,,958412.2213,958412.2213,₹ Crore
2011-12,Current,2011-12,Gross Fixed Capital Formation,Annual,Additional Revision,,,Public Financial Corporations,,8428.26,8428.26,₹ Crore
2011-12,Current,2011-12,Gross Fixed Capital Formation,Annual,Additional Revision,,,Private Financial Corporations,,22467.0088,22467.0088,₹ Crore
2011-12,Current,2011-12,Gross Fixed Capital Formation,Annual,Additional Revision,,,General Government,,304303.32,304303.32,₹ Crore
2011-12,Current,2011-12,Gross Fixed Capital Formation,Annual,Additional Revision,,,Household Sector,,1375593.258,1375593.258,₹ Crore
2011-12,Current,2011-12,Gross Fixed Capital Formation,Annual,Additional Revision,,,Total Gross Fixed Capital Formation,,2997732.87,2997732.87,₹ Crore
2011-12,Current,2025-26,Private Final Consumption Expenditure,Annual,First Advance Estimates,,,,,21963864.68,11367565.11,₹ Crore
2022-23,Current,2025-26,Private Final Consumption Expenditure,Annual,Second Advance Estimates,,,,,19578218.49,17981520.29,₹ Crore
2011-12,Current,2024-25,Private Final Consumption Expenditure,Annual,First Advance Estimates,,,,,20029580.27,10405037.51,₹ Crore
2011-12,Current,2024-25,Private Final Consumption Expenditure,Annual,Second Advance Estimates,,,,,20354192.29,10661785.41,₹ Crore
2011-12,Current,2024-25,Private Final Consumption Expenditure,Annual,Provisional Estimates,,,,,20298413.08,10619578.57,₹ Crore
2022-23,Current,2024-25,Private Final Consumption Expenditure,Annual,First Revised Estimates,,,,,17970608.61,16699850.88,₹ Crore
2011-12,Current,2023-24,Private Final Consumption Expenditure,Annual,First Advance Estimates,,,,,18051291.21,9774121.691,₹ Crore
2011-12,Current,2023-24,Private Final Consumption Expenditure,Annual,Second Advance Estimates,,,,,17734040.8,9605526.255,₹ Crore
